"Datum","Umsatz","Warentyp","Temperatur","Wochentag","KielerWoche","Jahr","Monat","Tag","Ferienname","Feiertag"
2015-04-30,382.494805997457,"Broetchen",11.375,"Donnerstag",0,"2015","4","30","0","0"
2015-05-02,569.854066374337,"Broetchen",11,"Samstag",0,"2015","5","2","0","0"
2015-05-03,467.833386599369,"Broetchen",14.75,"Sonntag",0,"2015","5","3","0","0"
2015-05-04,340.579351605995,"Broetchen",15.875,"Montag",0,"2015","5","4","0","0"
2015-05-05,295.928590213682,"Broetchen",20,"Dienstag",0,"2015","5","5","0","0"
2015-05-06,326.950819224427,"Broetchen",17.125,"Mittwoch",0,"2015","5","6","0","0"
2015-05-07,309.311901434242,"Broetchen",12,"Donnerstag",0,"2015","5","7","0","0"
2015-05-08,326.333702093022,"Broetchen",11.5,"Freitag",0,"2015","5","8","0","0"
2015-05-09,406.907398954341,"Broetchen",13.5,"Samstag",0,"2015","5","9","0","0"
2015-05-10,492.010489698116,"Broetchen",12.75,"Sonntag",0,"2015","5","10","0","0"
2015-05-11,336.127629680071,"Broetchen",19.75,"Montag",0,"2015","5","11","0","0"
2015-05-12,327.092157926255,"Broetchen",14.625,"Dienstag",0,"2015","5","12","0","0"
2015-05-13,397.982340133214,"Broetchen",11.875,"Mittwoch",0,"2015","5","13","0","0"
2015-05-14,490.915769119788,"Broetchen",11.25,"Donnerstag",0,"2015","5","14","0","0"
2015-05-15,513.805644101383,"Broetchen",13.5,"Freitag",0,"2015","5","15","0","0"
2015-05-16,555.445636645735,"Broetchen",10.5,"Samstag",0,"2015","5","16","0","0"
2015-05-17,562.648232082731,"Broetchen",12.625,"Sonntag",0,"2015","5","17","0","0"
2015-05-18,328.913429566134,"Broetchen",11.625,"Montag",0,"2015","5","18","0","0"
2015-05-19,351.146415331786,"Broetchen",10.125,"Dienstag",0,"2015","5","19","0","0"
2015-05-20,356.207676664304,"Broetchen",12.25,"Mittwoch",0,"2015","5","20","0","0"
2015-05-21,348.534145245022,"Broetchen",12.625,"Donnerstag",0,"2015","5","21","0","0"
2015-05-22,374.702368065499,"Broetchen",17,"Freitag",0,"2015","5","22","0","0"
2015-05-23,506.664209994684,"Broetchen",13.375,"Samstag",0,"2015","5","23","0","0"
2015-05-24,602.379870231082,"Broetchen",14.375,"Sonntag",0,"2015","5","24","0","0"
2015-05-25,621.867778874006,"Broetchen",11.75,"Montag",0,"2015","5","25","0","0"
2015-05-26,381.669744982195,"Broetchen",13,"Dienstag",0,"2015","5","26","0","0"
2015-05-27,358.895155316917,"Broetchen",12.625,"Mittwoch",0,"2015","5","27","0","0"
2015-05-28,340.514414991475,"Broetchen",13.125,"Donnerstag",0,"2015","5","28","0","0"
2015-05-29,365.087905303626,"Broetchen",14.625,"Freitag",0,"2015","5","29","0","0"
2015-05-30,456.734340691111,"Broetchen",11.625,"Samstag",0,"2015","5","30","0","0"
2015-05-31,457.52825918325,"Broetchen",14.5,"Sonntag",0,"2015","5","31","0","0"
2015-06-01,335.912287877592,"Broetchen",14.25,"Montag",0,"2015","6","1","0","0"
2015-06-02,412.209593794446,"Broetchen",14.25,"Dienstag",0,"2015","6","2","0","0"
2015-06-03,350.831237309121,"Broetchen",15.25,"Mittwoch",0,"2015","6","3","0","0"
2015-06-04,366.195368742098,"Broetchen",16.375,"Donnerstag",0,"2015","6","4","0","0"
2015-06-05,418.393781746112,"Broetchen",22.625,"Freitag",0,"2015","6","5","0","0"
2015-06-06,553.131050767354,"Broetchen",18.5,"Samstag",0,"2015","6","6","0","0"
2015-06-07,527.885017948989,"Broetchen",16.625,"Sonntag",0,"2015","6","7","0","0"
2015-06-08,344.695569756106,"Broetchen",14.375,"Montag",0,"2015","6","8","0","0"
2015-06-09,315.123749367531,"Broetchen",15.25,"Dienstag",0,"2015","6","9","0","0"
2015-06-10,338.309487845224,"Broetchen",18,"Mittwoch",0,"2015","6","10","0","0"
2015-06-11,357.852893336956,"Broetchen",16,"Donnerstag",0,"2015","6","11","0","0"
2015-06-12,349.536158182539,"Broetchen",20.25,"Freitag",0,"2015","6","12","0","0"
2015-06-13,559.888089847911,"Broetchen",21.875,"Samstag",0,"2015","6","13","0","0"
2015-06-14,486.138237737853,"Broetchen",14.375,"Sonntag",0,"2015","6","14","0","0"
2015-06-15,350.589558421955,"Broetchen",13.625,"Montag",0,"2015","6","15","0","0"
2015-06-16,349.888222729503,"Broetchen",13.625,"Dienstag",0,"2015","6","16","0","0"
2015-06-17,380.305703300813,"Broetchen",16.5,"Mittwoch",0,"2015","6","17","0","0"
2015-06-18,332.820567048363,"Broetchen",13.25,"Donnerstag",0,"2015","6","18","0","0"
2015-06-19,346.690336157535,"Broetchen",14.25,"Freitag",0,"2015","6","19","0","0"
2015-06-20,571.278131371528,"Broetchen",17.125,"Samstag",1,"2015","6","20","0","0"
2015-06-21,553.599170821681,"Broetchen",15.75,"Sonntag",1,"2015","6","21","0","0"
2015-06-22,412.309330067662,"Broetchen",13.5,"Montag",1,"2015","6","22","0","0"
2015-06-23,423.1358501964,"Broetchen",16.5,"Dienstag",1,"2015","6","23","0","0"
2015-06-24,479.943327331225,"Broetchen",12.625,"Mittwoch",1,"2015","6","24","0","0"
2015-06-25,484.513720535521,"Broetchen",17.125,"Donnerstag",1,"2015","6","25","0","0"
2015-06-26,517.667163948615,"Broetchen",19.25,"Freitag",1,"2015","6","26","0","0"
2015-06-27,708.700690129254,"Broetchen",19.375,"Samstag",1,"2015","6","27","0","0"
2015-06-28,686.349904220686,"Broetchen",19.875,"Sonntag",1,"2015","6","28","0","0"
2015-06-29,455.623242772356,"Broetchen",21.5,"Montag",0,"2015","6","29","0","0"
2015-06-30,456.688693628606,"Broetchen",20.25,"Dienstag",0,"2015","6","30","0","0"
2015-07-01,430.397456895632,"Broetchen",23.125,"Mittwoch",0,"2015","7","1","0","0"
2015-07-02,380.075233434005,"Broetchen",27.375,"Donnerstag",0,"2015","7","2","0","0"
2015-07-03,432.888287340422,"Broetchen",25.625,"Freitag",0,"2015","7","3","0","0"
2015-07-04,667.545326269141,"Broetchen",26.5,"Samstag",0,"2015","7","4","0","0"
2015-07-05,571.220211930273,"Broetchen",25.25,"Sonntag",0,"2015","7","5","0","0"
2015-07-06,435.547290335414,"Broetchen",19.875,"Montag",0,"2015","7","6","0","0"
2015-07-07,424.75865459342,"Broetchen",24.75,"Dienstag",0,"2015","7","7","0","0"
2015-07-08,406.197372488758,"Broetchen",16.625,"Mittwoch",0,"2015","7","8","0","0"
2015-07-09,400.061396607868,"Broetchen",14.375,"Donnerstag",0,"2015","7","9","0","0"
2015-07-10,419.920725517909,"Broetchen",16.125,"Freitag",0,"2015","7","10","0","0"
2015-07-11,579.775873809484,"Broetchen",17.75,"Samstag",0,"2015","7","11","0","0"
2015-07-12,638.240827319641,"Broetchen",19.25,"Sonntag",0,"2015","7","12","0","0"
2015-07-13,484.644303422986,"Broetchen",19.375,"Montag",0,"2015","7","13","0","0"
2015-07-14,494.642623603643,"Broetchen",19.625,"Dienstag",0,"2015","7","14","0","0"
2015-07-15,517.878028741276,"Broetchen",20.125,"Mittwoch",0,"2015","7","15","0","0"
2015-07-16,498.959441029325,"Broetchen",18.75,"Donnerstag",0,"2015","7","16","0","0"
2015-07-17,533.38199646267,"Broetchen",23.25,"Freitag",0,"2015","7","17","0","0"
2015-07-18,677.199908361688,"Broetchen",20.875,"Samstag",0,"2015","7","18","0","0"
2015-07-19,713.948758860807,"Broetchen",14.5,"Sonntag",0,"2015","7","19","0","0"
2015-07-20,566.157537334118,"Broetchen",18.375,"Montag",0,"2015","7","20","Sommerferien","0"
2015-07-21,556.009113808745,"Broetchen",21.375,"Dienstag",0,"2015","7","21","Sommerferien","0"
2015-07-22,597.576041552763,"Broetchen",23.75,"Mittwoch",0,"2015","7","22","Sommerferien","0"
2015-07-23,600.414019091748,"Broetchen",18.375,"Donnerstag",0,"2015","7","23","Sommerferien","0"
2015-07-24,578.637666776062,"Broetchen",19.375,"Freitag",0,"2015","7","24","Sommerferien","0"
2015-07-25,672.206275477328,"Broetchen",20,"Samstag",0,"2015","7","25","Sommerferien","0"
2015-07-26,705.589263265344,"Broetchen",16.75,"Sonntag",0,"2015","7","26","Sommerferien","0"
2015-07-27,596.420841559454,"Broetchen",15.875,"Montag",0,"2015","7","27","Sommerferien","0"
2015-07-28,597.787732789746,"Broetchen",17.375,"Dienstag",0,"2015","7","28","Sommerferien","0"
2015-07-29,579.295922313804,"Broetchen",14.875,"Mittwoch",0,"2015","7","29","Sommerferien","0"
2015-07-30,565.527307888753,"Broetchen",14,"Donnerstag",0,"2015","7","30","Sommerferien","0"
2015-07-31,642.086323539373,"Broetchen",15.875,"Freitag",0,"2015","7","31","Sommerferien","0"
2015-08-01,713.621778934724,"Broetchen",17.625,"Samstag",0,"2015","8","1","Sommerferien","0"
2015-08-02,781.185854004288,"Broetchen",21.5,"Sonntag",0,"2015","8","2","Sommerferien","0"
2015-08-03,626.831725112069,"Broetchen",26,"Montag",0,"2015","8","3","Sommerferien","0"
2015-08-04,601.373326416756,"Broetchen",26.5,"Dienstag",0,"2015","8","4","Sommerferien","0"
2015-08-05,616.704465064561,"Broetchen",21.75,"Mittwoch",0,"2015","8","5","Sommerferien","0"
2015-08-06,637.800836478639,"Broetchen",27.625,"Donnerstag",0,"2015","8","6","Sommerferien","0"
2015-08-07,663.665647701062,"Broetchen",20,"Freitag",0,"2015","8","7","Sommerferien","0"
2015-08-08,708.839463184239,"Broetchen",19.125,"Samstag",0,"2015","8","8","Sommerferien","0"
2015-08-09,591.671146288595,"Broetchen",21,"Sonntag",0,"2015","8","9","Sommerferien","0"
2015-08-10,594.76210118618,"Broetchen",22.5,"Montag",0,"2015","8","10","Sommerferien","0"
2015-08-11,544.020362022611,"Broetchen",22.125,"Dienstag",0,"2015","8","11","Sommerferien","0"
2015-08-12,545.01956668171,"Broetchen",19.125,"Mittwoch",0,"2015","8","12","Sommerferien","0"
2015-08-13,583.360345249005,"Broetchen",20.75,"Donnerstag",0,"2015","8","13","Sommerferien","0"
2015-08-14,554.667565714253,"Broetchen",24,"Freitag",0,"2015","8","14","Sommerferien","0"
2015-08-15,663.39667410597,"Broetchen",20.875,"Samstag",0,"2015","8","15","Sommerferien","0"
2015-08-16,590.489204564676,"Broetchen",21.5,"Sonntag",0,"2015","8","16","Sommerferien","0"
2015-08-17,450.920128263096,"Broetchen",19.375,"Montag",0,"2015","8","17","Sommerferien","0"
2015-08-18,523.448950264901,"Broetchen",19.25,"Dienstag",0,"2015","8","18","Sommerferien","0"
2015-08-19,490.674067203851,"Broetchen",19.625,"Mittwoch",0,"2015","8","19","Sommerferien","0"
2015-08-20,504.081147710709,"Broetchen",20.375,"Donnerstag",0,"2015","8","20","Sommerferien","0"
2015-08-21,544.022008883632,"Broetchen",22.875,"Freitag",0,"2015","8","21","Sommerferien","0"
2015-08-22,702.931855454761,"Broetchen",23.5,"Samstag",0,"2015","8","22","Sommerferien","0"
2015-08-23,649.688467416964,"Broetchen",21.625,"Sonntag",0,"2015","8","23","Sommerferien","0"
2015-08-24,452.009690636085,"Broetchen",20.75,"Montag",0,"2015","8","24","Sommerferien","0"
2015-08-25,470.207032832021,"Broetchen",17.75,"Dienstag",0,"2015","8","25","Sommerferien","0"
2015-08-26,455.605966636962,"Broetchen",22.125,"Mittwoch",0,"2015","8","26","Sommerferien","0"
2015-08-27,413.885988542687,"Broetchen",18.125,"Donnerstag",0,"2015","8","27","Sommerferien","0"
2015-08-28,476.398072412663,"Broetchen",19.625,"Freitag",0,"2015","8","28","Sommerferien","0"
2015-08-29,564.048419158283,"Broetchen",20.125,"Samstag",0,"2015","8","29","Sommerferien","0"
2015-08-30,539.736641041383,"Broetchen",19.375,"Sonntag",0,"2015","8","30","0","0"
2015-08-31,393.617421433248,"Broetchen",21.875,"Montag",0,"2015","8","31","0","0"
2015-09-01,341.592585917743,"Broetchen",17.625,"Dienstag",0,"2015","9","1","0","0"
2015-09-02,343.529213049574,"Broetchen",17,"Mittwoch",0,"2015","9","2","0","0"
2015-09-03,364.2487486097,"Broetchen",17.75,"Donnerstag",0,"2015","9","3","0","0"
2015-09-04,348.1661813862,"Broetchen",15.625,"Freitag",0,"2015","9","4","0","0"
2015-09-05,489.485517572011,"Broetchen",14.125,"Samstag",0,"2015","9","5","0","0"
2015-09-06,502.44714208799,"Broetchen",17,"Sonntag",0,"2015","9","6","0","0"
2015-09-07,394.644880949285,"Broetchen",17.25,"Montag",0,"2015","9","7","0","0"
2015-09-08,351.131949782145,"Broetchen",17.5,"Dienstag",0,"2015","9","8","0","0"
2015-09-09,376.926779721908,"Broetchen",16.875,"Mittwoch",0,"2015","9","9","0","0"
2015-09-10,389.614304848778,"Broetchen",17.625,"Donnerstag",0,"2015","9","10","0","0"
2015-09-11,370.834526663937,"Broetchen",15,"Freitag",0,"2015","9","11","0","0"
2015-09-12,535.735851383828,"Broetchen",18.5,"Samstag",0,"2015","9","12","0","0"
2015-09-13,500.251121182591,"Broetchen",18.5,"Sonntag",0,"2015","9","13","0","0"
2015-09-14,344.444831213055,"Broetchen",17.625,"Montag",0,"2015","9","14","0","0"
2015-09-15,393.952752737191,"Broetchen",13.875,"Dienstag",0,"2015","9","15","0","0"
2015-09-16,319.876606857062,"Broetchen",15.25,"Mittwoch",0,"2015","9","16","0","0"
2015-09-17,339.29368224101,"Broetchen",18,"Donnerstag",0,"2015","9","17","0","0"
2015-09-18,352.790180923934,"Broetchen",17.25,"Freitag",0,"2015","9","18","0","0"
2015-09-19,489.258808159457,"Broetchen",15.25,"Samstag",0,"2015","9","19","0","0"
2015-09-20,513.530323638994,"Broetchen",15.625,"Sonntag",0,"2015","9","20","0","0"
2015-09-21,341.999724265438,"Broetchen",13.375,"Montag",0,"2015","9","21","0","0"
2015-09-22,341.945995080269,"Broetchen",14.25,"Dienstag",0,"2015","9","22","0","0"
2015-09-23,330.659883041061,"Broetchen",14,"Mittwoch",0,"2015","9","23","0","0"
2015-09-24,331.504415119153,"Broetchen",16,"Donnerstag",0,"2015","9","24","0","0"
2015-09-25,345.480200670974,"Broetchen",14.875,"Freitag",0,"2015","9","25","0","0"
2015-09-26,516.867082419223,"Broetchen",15.25,"Samstag",0,"2015","9","26","0","0"
2015-09-27,474.080062196284,"Broetchen",15.25,"Sonntag",0,"2015","9","27","0","0"
2015-09-28,337.127014231803,"Broetchen",14.625,"Montag",0,"2015","9","28","0","0"
2015-09-29,331.727598762738,"Broetchen",15.625,"Dienstag",0,"2015","9","29","0","0"
2015-09-30,314.143853841003,"Broetchen",15.375,"Mittwoch",0,"2015","9","30","0","0"
2015-10-01,335.045744545908,"Broetchen",14.75,"Donnerstag",0,"2015","10","1","0","0"
2015-10-02,354.775507335419,"Broetchen",15.375,"Freitag",0,"2015","10","2","0","0"
2015-10-03,473.947428461761,"Broetchen",14.375,"Samstag",0,"2015","10","3","0","0"
2015-10-04,523.195446240805,"Broetchen",15.625,"Sonntag",0,"2015","10","4","0","0"
2015-10-05,377.265838211666,"Broetchen",16.5,"Montag",0,"2015","10","5","0","0"
2015-10-06,354.961577916475,"Broetchen",14.875,"Dienstag",0,"2015","10","6","0","0"
2015-10-07,360.31000218759,"Broetchen",13,"Mittwoch",0,"2015","10","7","0","0"
2015-10-08,322.607112704729,"Broetchen",11.875,"Donnerstag",0,"2015","10","8","0","0"
2015-10-09,368.419818568006,"Broetchen",11.125,"Freitag",0,"2015","10","9","0","0"
2015-10-10,443.62330984219,"Broetchen",9.75,"Samstag",0,"2015","10","10","0","0"
2015-10-11,557.722976595955,"Broetchen",10.25,"Sonntag",0,"2015","10","11","0","0"
2015-10-12,377.926547877883,"Broetchen",8.625,"Montag",0,"2015","10","12","0","0"
2015-10-13,346.374494406459,"Broetchen",7.75,"Dienstag",0,"2015","10","13","0","0"
2015-10-14,372.052820131498,"Broetchen",9,"Mittwoch",0,"2015","10","14","0","0"
2015-10-15,345.970837991214,"Broetchen",10.375,"Donnerstag",0,"2015","10","15","0","0"
2015-10-16,384.203133289552,"Broetchen",10,"Freitag",0,"2015","10","16","0","0"
2015-10-17,521.130431805683,"Broetchen",10.75,"Samstag",0,"2015","10","17","0","0"
2015-10-18,453.288658341532,"Broetchen",11.125,"Sonntag",0,"2015","10","18","0","0"
2015-10-19,398.122768822511,"Broetchen",9.25,"Montag",0,"2015","10","19","Herbstferien","0"
2015-10-20,366.38967283357,"Broetchen",10.25,"Dienstag",0,"2015","10","20","Herbstferien","0"
2015-10-21,394.596128794788,"Broetchen",11.25,"Mittwoch",0,"2015","10","21","Herbstferien","0"
2015-10-22,409.101520904092,"Broetchen",12.25,"Donnerstag",0,"2015","10","22","Herbstferien","0"
2015-10-23,430.883786231859,"Broetchen",13.375,"Freitag",0,"2015","10","23","Herbstferien","0"
2015-10-24,463.36098285518,"Broetchen",12.375,"Samstag",0,"2015","10","24","Herbstferien","0"
2015-10-25,384.851426907233,"Broetchen",12.25,"Sonntag",0,"2015","10","25","Herbstferien","0"
2015-10-26,328.738163480579,"Broetchen",11.375,"Montag",0,"2015","10","26","Herbstferien","0"
2015-10-27,331.472015657754,"Broetchen",10.75,"Dienstag",0,"2015","10","27","Herbstferien","0"
2015-10-28,304.006515491702,"Broetchen",11.25,"Mittwoch",0,"2015","10","28","Herbstferien","0"
2015-10-29,306.427920731397,"Broetchen",10.5,"Donnerstag",0,"2015","10","29","Herbstferien","0"
2015-10-30,337.09962010326,"Broetchen",11.375,"Freitag",0,"2015","10","30","Herbstferien","0"
2015-10-31,377.801673947832,"Broetchen",11.75,"Samstag",0,"2015","10","31","Herbstferien","0"
2015-11-01,469.026184716499,"Broetchen",10.75,"Sonntag",0,"2015","11","1","0","0"
2015-11-02,285.156333256917,"Broetchen",9.75,"Montag",0,"2015","11","2","0","0"
2015-11-03,227.368950308808,"Broetchen",5.125,"Dienstag",0,"2015","11","3","0","0"
2015-11-04,256.059850846365,"Broetchen",8,"Mittwoch",0,"2015","11","4","0","0"
2015-11-05,274.749839438109,"Broetchen",13.375,"Donnerstag",0,"2015","11","5","0","0"
2015-11-06,246.392025222422,"Broetchen",13.75,"Freitag",0,"2015","11","6","0","0"
2015-11-07,350.222831381163,"Broetchen",14.625,"Samstag",0,"2015","11","7","0","0"
2015-11-08,466.540193942821,"Broetchen",13,"Sonntag",0,"2015","11","8","0","0"
2015-11-09,266.493884189038,"Broetchen",12,"Montag",0,"2015","11","9","0","0"
2015-11-10,237.906672638622,"Broetchen",15,"Dienstag",0,"2015","11","10","0","0"
2015-11-11,214.420897950301,"Broetchen",13.625,"Mittwoch",0,"2015","11","11","0","0"
2015-11-12,240.965897111926,"Broetchen",13.125,"Donnerstag",0,"2015","11","12","0","0"
2015-11-13,264.15177278786,"Broetchen",11.75,"Freitag",0,"2015","11","13","0","0"
2015-11-14,347.614033858304,"Broetchen",8.125,"Samstag",0,"2015","11","14","0","0"
2015-11-15,483.160689627582,"Broetchen",8.5,"Sonntag",0,"2015","11","15","0","0"
2015-11-16,257.912087518437,"Broetchen",12.25,"Montag",0,"2015","11","16","0","0"
2015-11-17,236.556165735368,"Broetchen",10.75,"Dienstag",0,"2015","11","17","0","0"
2015-11-18,198.911870818593,"Broetchen",10.75,"Mittwoch",0,"2015","11","18","0","0"
2015-11-19,243.788203213012,"Broetchen",10.125,"Donnerstag",0,"2015","11","19","0","0"
2015-11-20,227.863733533634,"Broetchen",7.75,"Freitag",0,"2015","11","20","0","0"
2015-11-21,364.001891067586,"Broetchen",4.5,"Samstag",0,"2015","11","21","0","0"
2015-11-22,412.356910869242,"Broetchen",2.25,"Sonntag",0,"2015","11","22","0","0"
2015-11-23,252.705465822807,"Broetchen",3.125,"Montag",0,"2015","11","23","0","0"
2015-11-24,253.437861780942,"Broetchen",3.125,"Dienstag",0,"2015","11","24","0","0"
2015-11-25,255.115425796983,"Broetchen",5.125,"Mittwoch",0,"2015","11","25","0","0"
2015-11-26,275.094910670148,"Broetchen",5.5,"Donnerstag",0,"2015","11","26","0","0"
2015-11-27,283.115432286782,"Broetchen",5.25,"Freitag",0,"2015","11","27","0","0"
2015-11-28,403.083011014191,"Broetchen",6.125,"Samstag",0,"2015","11","28","0","0"
2015-11-29,481.333773696359,"Broetchen",8.25,"Sonntag",0,"2015","11","29","0","0"
2015-11-30,288.123644467983,"Broetchen",5.75,"Montag",0,"2015","11","30","0","0"
2015-12-01,251.710213001089,"Broetchen",6.75,"Dienstag",0,"2015","12","1","0","0"
2015-12-02,223.700501598317,"Broetchen",10.5,"Mittwoch",0,"2015","12","2","0","0"
2015-12-03,271.393516674893,"Broetchen",9.125,"Donnerstag",0,"2015","12","3","0","0"
2015-12-04,223.004926208522,"Broetchen",9.25,"Freitag",0,"2015","12","4","0","0"
2015-12-05,376.387257691091,"Broetchen",9,"Samstag",0,"2015","12","5","0","0"
2015-12-06,491.74583143461,"Broetchen",10.875,"Sonntag",0,"2015","12","6","0","0"
2015-12-07,238.587801055645,"Broetchen",8.25,"Montag",0,"2015","12","7","0","0"
2015-12-08,259.237368045978,"Broetchen",10.75,"Dienstag",0,"2015","12","8","0","0"
2015-12-09,261.967843681113,"Broetchen",8.75,"Mittwoch",0,"2015","12","9","0","0"
2015-12-10,275.871019893576,"Broetchen",6.625,"Donnerstag",0,"2015","12","10","0","0"
2015-12-11,257.995780454492,"Broetchen",6.125,"Freitag",0,"2015","12","11","0","0"
2015-12-12,416.865761579601,"Broetchen",6.875,"Samstag",0,"2015","12","12","0","0"
2015-12-13,456.754742945117,"Broetchen",5.25,"Sonntag",0,"2015","12","13","0","0"
2015-12-14,202.61788967914,"Broetchen",3.625,"Montag",0,"2015","12","14","0","0"
2015-12-15,238.987287986511,"Broetchen",5.5,"Dienstag",0,"2015","12","15","0","0"
2015-12-16,239.155705804931,"Broetchen",6.25,"Mittwoch",0,"2015","12","16","0","0"
2015-12-17,266.802079117368,"Broetchen",11.875,"Donnerstag",0,"2015","12","17","0","0"
2015-12-18,247.565727389495,"Broetchen",10.375,"Freitag",0,"2015","12","18","0","0"
2015-12-19,326.552122517566,"Broetchen",11.375,"Samstag",0,"2015","12","19","0","0"
2015-12-20,368.79655844807,"Broetchen",12.5,"Sonntag",0,"2015","12","20","0","0"
2015-12-21,249.442416541576,"Broetchen",10.25,"Montag",0,"2015","12","21","Winterferien","0"
2015-12-22,298.307772523706,"Broetchen",11.25,"Dienstag",0,"2015","12","22","Winterferien","0"
2015-12-23,328.219884484061,"Broetchen",10.375,"Mittwoch",0,"2015","12","23","Winterferien","0"
2015-12-24,395.242017468912,"Broetchen",8.375,"Donnerstag",0,"2015","12","24","Winterferien","0"
2015-12-27,426.706629411613,"Broetchen",10.875,"Sonntag",0,"2015","12","27","Winterferien","0"
2015-12-28,380.798137500876,"Broetchen",4.75,"Montag",0,"2015","12","28","Winterferien","0"
2015-12-29,410.805384325764,"Broetchen",5.125,"Dienstag",0,"2015","12","29","Winterferien","0"
2015-12-30,534.795914565585,"Broetchen",5.25,"Mittwoch",0,"2015","12","30","Winterferien","0"
2015-12-31,643.674702906675,"Broetchen",2,"Donnerstag",0,"2015","12","31","Winterferien","0"
2016-01-02,534.255462379152,"Broetchen",0,"Samstag",0,"2016","1","2","Winterferien","0"
2016-01-03,436.582470124766,"Broetchen",-5.5,"Sonntag",0,"2016","1","3","Winterferien","0"
2016-01-04,283.580198278466,"Broetchen",-6,"Montag",0,"2016","1","4","Winterferien","0"
2016-01-05,291.599756968942,"Broetchen",-3.625,"Dienstag",0,"2016","1","5","Winterferien","0"
2016-01-06,255.147894787261,"Broetchen",-3,"Mittwoch",0,"2016","1","6","Winterferien","0"
2016-01-07,231.157221388404,"Broetchen",-4,"Donnerstag",0,"2016","1","7","0","0"
2016-01-08,240.732081245657,"Broetchen",1.75,"Freitag",0,"2016","1","8","0","0"
2016-01-09,310.19021362033,"Broetchen",2.875,"Samstag",0,"2016","1","9","0","0"
2016-01-10,410.089486410343,"Broetchen",2.125,"Sonntag",0,"2016","1","10","0","0"
2016-01-11,230.99605551649,"Broetchen",2.5,"Montag",0,"2016","1","11","0","0"
2016-01-12,209.647066822165,"Broetchen",4,"Dienstag",0,"2016","1","12","0","0"
2016-01-13,212.715205906421,"Broetchen",1.875,"Mittwoch",0,"2016","1","13","0","0"
2016-01-14,245.041703770516,"Broetchen",1.75,"Donnerstag",0,"2016","1","14","0","0"
2016-01-15,265.688670335341,"Broetchen",2.125,"Freitag",0,"2016","1","15","0","0"
2016-01-16,294.730277690986,"Broetchen",0.5,"Samstag",0,"2016","1","16","0","0"
2016-01-17,416.27974422688,"Broetchen",-1.375,"Sonntag",0,"2016","1","17","0","0"
2016-01-18,196.76012234694,"Broetchen",-1.75,"Montag",0,"2016","1","18","0","0"
2016-01-19,207.412383271762,"Broetchen",-2.5,"Dienstag",0,"2016","1","19","0","0"
2016-01-20,233.00854277551,"Broetchen",-1.625,"Mittwoch",0,"2016","1","20","0","0"
2016-01-21,222.627075082388,"Broetchen",-4.875,"Donnerstag",0,"2016","1","21","0","0"
2016-01-22,246.118891098791,"Broetchen",-3,"Freitag",0,"2016","1","22","0","0"
2016-01-23,273.076862089786,"Broetchen",3.125,"Samstag",0,"2016","1","23","0","0"
2016-01-24,387.324227337581,"Broetchen",5.125,"Sonntag",0,"2016","1","24","0","0"
2016-01-25,248.99728128206,"Broetchen",9,"Montag",0,"2016","1","25","0","0"
2016-01-26,221.127801890975,"Broetchen",7.875,"Dienstag",0,"2016","1","26","0","0"
2016-01-27,226.325022919998,"Broetchen",10.375,"Mittwoch",0,"2016","1","27","0","0"
2016-01-28,236.14096812416,"Broetchen",6.75,"Donnerstag",0,"2016","1","28","0","0"
2016-01-29,267.454875544475,"Broetchen",8.125,"Freitag",0,"2016","1","29","0","0"
2016-01-30,329.964997391404,"Broetchen",6.625,"Samstag",0,"2016","1","30","0","0"
2016-01-31,382.123533692755,"Broetchen",4.125,"Sonntag",0,"2016","1","31","0","0"
2016-02-01,320.500473747742,"Broetchen",7.875,"Montag",0,"2016","2","1","0","0"
2016-02-02,334.195166966653,"Broetchen",7.5,"Dienstag",0,"2016","2","2","0","0"
2016-02-03,295.824206669011,"Broetchen",4.75,"Mittwoch",0,"2016","2","3","0","0"
2016-02-04,341.286700292853,"Broetchen",4.25,"Donnerstag",0,"2016","2","4","0","0"
2016-02-05,287.795395648607,"Broetchen",4.5,"Freitag",0,"2016","2","5","0","0"
2016-02-06,474.051333102261,"Broetchen",9.375,"Samstag",0,"2016","2","6","0","0"
2016-02-07,579.707767204789,"Broetchen",9.75,"Sonntag",0,"2016","2","7","0","0"
2016-02-08,244.238888656956,"Broetchen",8.5,"Montag",0,"2016","2","8","0","0"
2016-02-09,291.262085727926,"Broetchen",6.75,"Dienstag",0,"2016","2","9","0","0"
2016-02-10,257.330664582919,"Broetchen",3.75,"Mittwoch",0,"2016","2","10","0","0"
2016-02-11,297.503299343127,"Broetchen",5.25,"Donnerstag",0,"2016","2","11","0","0"
2016-02-12,240.946116831232,"Broetchen",3.5,"Freitag",0,"2016","2","12","0","0"
2016-02-13,426.139933426771,"Broetchen",2,"Samstag",0,"2016","2","13","0","0"
2016-02-14,468.275277107278,"Broetchen",2.875,"Sonntag",0,"2016","2","14","0","0"
2016-02-15,290.195276965657,"Broetchen",0.75,"Montag",0,"2016","2","15","0","0"
2016-02-16,275.870590746456,"Broetchen",2.125,"Dienstag",0,"2016","2","16","0","0"
2016-02-17,282.850720027412,"Broetchen",1.75,"Mittwoch",0,"2016","2","17","0","0"
2016-02-18,328.449175370905,"Broetchen",1.875,"Donnerstag",0,"2016","2","18","0","0"
2016-02-19,322.078092028064,"Broetchen",3.25,"Freitag",0,"2016","2","19","0","0"
